E0419 14:45:41.476764  210110 message_generator.cc:57] MessageGenerator::add_member_variables f3
E0419 14:45:41.476768  210110 message_generator.cc:59] MessageGenerator::add_member_variables f4
E0419 14:45:41.476772  210110 message_generator.cc:69] MessageGenerator::add_member_variables f5
E0419 14:45:41.476774  210110 message_generator.cc:71] MessageGenerator::add_member_variables f6
E0419 14:45:41.476777  210110 message_generator.cc:34] MessageGenerator after add_member_variables
E0419 14:45:41.476789  210110 message_generator.cc:36] MessageGenerator after add_getters
E0419 14:45:41.476803  210110 message_generator.cc:38] MessageGenerator after add_setters
E0419 14:45:41.476811  210110 message_generator.cc:40] MessageGenerator after add_from_proto
E0419 14:45:41.476817  210110 message_generator.cc:42] MessageGenerator after add_to_proto
E0419 14:45:41.476820  210110 message_generator.cc:32] MessageGenerator::generate start: ScoresEntry
E0419 14:45:41.476824  210110 message_generator.cc:51] MessageGenerator::add_member_variables 1 field count:2
E0419 14:45:41.476827  210110 message_generator.cc:53] MessageGenerator::add_member_variables f1
E0419 14:45:41.476832  210110 message_generator.cc:55] MessageGenerator::add_member_variables f2
E0419 14:45:41.476835  210110 message_generator.cc:57] MessageGenerator::add_member_variables f3
E0419 14:45:41.476838  210110 message_generator.cc:59] MessageGenerator::add_member_variables f4
E0419 14:45:41.476844  210110 message_generator.cc:69] MessageGenerator::add_member_variables f5
E0419 14:45:41.476847  210110 message_generator.cc:71] MessageGenerator::add_member_variables f6
E0419 14:45:41.476850  210110 message_generator.cc:53] MessageGenerator::add_member_variables f1
E0419 14:45:41.476854  210110 message_generator.cc:55] MessageGenerator::add_member_variables f2
E0419 14:45:41.476857  210110 message_generator.cc:57] MessageGenerator::add_member_variables f3
E0419 14:45:41.476861  210110 message_generator.cc:59] MessageGenerator::add_member_variables f4
E0419 14:45:41.476867  210110 message_generator.cc:69] MessageGenerator::add_member_variables f5
E0419 14:45:41.476874  210110 message_generator.cc:71] MessageGenerator::add_member_variables f6
E0419 14:45:41.476880  210110 message_generator.cc:34] MessageGenerator after add_member_variables
E0419 14:45:41.476892  210110 message_generator.cc:36] MessageGenerator after add_getters
E0419 14:45:41.476902  210110 message_generator.cc:38] MessageGenerator after add_setters
E0419 14:45:41.476914  210110 message_generator.cc:40] MessageGenerator after add_from_proto
E0419 14:45:41.476922  210110 message_generator.cc:42] MessageGenerator after add_to_proto
E0419 14:45:41.476928  210110 message_generator.cc:44] MessageGenerator after add_nested_types
E0419 14:45:41.476935  210110 message_generator.cc:46] MessageGenerator finish done
E0419 14:45:41.476942  210110 message_generator.cc:32] MessageGenerator::generate start: Address
E0419 14:45:41.476948  210110 message_generator.cc:51] MessageGenerator::add_member_variables 1 field count:2
E0419 14:45:41.476955  210110 message_generator.cc:53] MessageGenerator::add_member_variables f1
E0419 14:45:41.476961  210110 message_generator.cc:55] MessageGenerator::add_member_variables f2
E0419 14:45:41.476972  210110 message_generator.cc:57] MessageGenerator::add_member_variables f3
